Seq|Sotre_nm|Address|Telephone|Category|Ycoordinate|Xcoordinate
403|대명거리 |서울특별시 종로구 대명길 5 (명륜4가)|1522-3232||37.58349633|127.0011593
404|마로니에공원 |서울특별시 종로구 대학로 116, 1-2층 (동숭동)|1522-3232||37.58154296|127.0023412
405|종로3가 |서울특별시 종로구 종로 113-1, 1-4층 (종로3가)|1522-3232||37.5705527|126.9902055
406|대학로 |서울특별시 종로구 대학로 57, 홍익대학교 대학로캠퍼스 內 (연건동)|1522-3232||37.576509|127.001449
407|경복궁사거리 |서울특별시 종로구 율곡로 6, B동 101호(중학동, 트윈트리타워)|1522-3232||37.575578|126.980581
408|종로관수 |서울특별시 종로구 삼일대로20길 13 (관수동)|1522-3232||37.569385|126.988665
409|동숭길입구 |서울특별시 종로구 대학로 146 (혜화동)|1522-3232||37.584236|127.002014
410|숭례문북창 |서울특별시 중구 세종대로12길 12 (남대문로4가)|1522-3232||37.561725|126.976838
411|을지로4가역 |서울특별시 중구 을지로 170 (을지로4가)|1522-3232||37.566682|126.997285
412|동대문두타 |서울특별시 중구 장충단로 275 (을지로6가)|1522-3232||37.56892513|127.0087838
413|대한상공회의소R |서울시 중구 세종대로 39 상공회의소회관 1층|1522-3232|리저브 매장|37.560938|126.973702
414|명동센트럴 |서울특별시 중구 명동9길 16 (명동1가)|1522-3232||37.564669|126.985233
415|국립중앙의료원 |서울특별시 중구 을지로 251 (을지로6가)|1522-3232||37.566516|127.0062376
416|동국대 |서울특별시 중구 서애로 1길 11|1522-3232||37.561542|126.998437
417|신세계본점5F |서울특별시 중구 소공로 63 (충무로1가)|1522-3232||37.560951|126.981134
418|을지로내외빌딩R |서울특별시 중구 을지로 51 (을지로2가)|1522-3232|리저브 매장|37.566479|126.983663
419|대우재단빌딩 |서울특별시 중구 퇴계로 18 (남대문로5가)|1522-3232||37.556781|126.975081
420|동대문공원 |서울특별시 중구 장충단로 229 (광희동1가)|1522-3232||37.565133|127.007191
421|을지로국제빌딩 |서울특별시 중구 남대문로 109 (다동)|1522-3232||37.566952|126.982219
422|동대입구역 |서울특별시 중구 장충단로 166 (장충동1가)|1522-3232||37.559593|127.006142
423|신당역사거리 |서울특별시 중구 다산로 258 (흥인동)|1522-3232||37.565807|127.01643
424|연세세브란스 |서울특별시 중구 통일로 10 (남대문로5가)|1522-3232||37.557207|126.97354
425|회현역 |서울특별시 중구 퇴계로 72 (회현동) 리더스뷰남산|1522-3232||37.5589809|126.9807467
426|을지로경기빌딩 |서울특별시 중구 남대문로10길 9 (삼각동) 경기빌딩|1522-3232||37.567172|126.983156
427|을지로2가 |서울특별시 중구 삼일대로 358 (을지로2가)|1522-3232||37.566347|126.988066
428|신세계본점6F |서울특별시 중구 퇴계로 77 (충무로1가)|1522-3232||37.560381|126.980758
429|서울중앙우체국 |서울특별시 중구 소공로 70 (충무로 1가) 서울 중앙 우체국|1522-3232||37.561678|126.982117
430|한국프레스센터 |서울특별시 중구 세종대로 124 (태평로1가)|1522-3232||37.567381|126.977859
431|명동중앙로 |서울특별시 중구 명동길 60 (명동 2가)|1522-3232||37.5637485|126.9857723
432|약수역 |서울특별시 중구 다산로 129 (신당동)|1522-3232||37.555437|127.0107253
433|중구저동 |서울특별시 중구 수표로 34 (저동2가)|1522-3232||37.5643686|126.9903382
434|명동길 |서울특별시 중구 명동10길 41|1522-3232||37.5620695|126.9858669
435|소공로북창 |서울특별시 중구 세종대로18길 32 (소공동) 삼원빌딩|1522-3232||37.5636856|126.9789237
436|서소문로 |서울특별시 중구 서소문로 120 (서소문동) 대한빌딩|1522-3232|리저브 매장|37.563006|126.974546
437|신당역 |서울특별시 중구 퇴계로 385, 1층 (흥인동)|1522-3232||37.565522|127.014554
438|명동메트로 |서울특별시 중구 명동9가길 14 (을지로1가) 메트로호텔|1522-3232||37.565118|126.983681
439|숭례문 |서울특별시 중구 세종대로 17, 와이즈타워 1층 (남대문로5가)|1522-3232||37.55874473|126.9730952
440|순화동더샵 |서울특별시 중구 칠패로 27, 1층 (순화동)|1522-3232||37.560072|126.971931
441|대한극장 |서울특별시 중구 퇴계로 212 (필동 2가)|1522-3232||37.56105065|126.9952735
442|환구단 |서울특별시 중구 소공로 112 (소공동)|1522-3232||37.564448|126.979157
443|무교동 |서울특별시 중구 무교로 21 (무교동) 코오롱빌딩 1층|1522-3232||37.56781712|126.978738
444|문화일보 |서울특별시 중구 새문안로 22 (충정로1가) 문화일보|1522-3232||37.56712291|126.9686642
445|태평로 |서울특별시 중구 세종대로 72, 대영빌딩 1층 (태평로2가)|1522-3232||37.56248285|126.9767928
446|퍼시픽타워 |서울특별시 중구 세종대로9길 41, 퍼시픽타워 1층 (서소문동)|1522-3232||37.56132157|126.9730264
447|남산단암 |서울특별시 중구 소월로 10, 단암빌딩 (남대문로5가)|1522-3232||37.55853622|126.9754585
448|황학캐슬 |서울특별시 중구 청계천로 400 (황학동) 롯데캐슬베네치아|1522-3232||37.57124|127.022905
449|서소문 |서울특별시 중구 서소문로 130 (서소문동)|1522-3232||37.5633773|126.9755129
450|명동미래 |서울특별시 중구 명동 7길 8, 2층 (명동 1가)|1522-3232||37.564064|126.984487
451|을지로삼화타워 |서울특별시 중구 을지로5길 16 삼화타워1층|1522-3232||37.566902|126.984707
452|소공로 |서울특별시 중구 남대문로7길 19, 삼영빌딩 1층 일부 (소공동)|1522-3232||37.5637273|126.9807681
453|서소문배재 |서울특별시 중구 서소문로 99 (서소문동)|1522-3232||37.5628481|126.9721664
454|을지로한국빌딩 |서울특별시 중구 을지로 50, 1층 (을지로 2가)|1522-3232||37.565722|126.98329
455|순화동에이스 |서울특별시 중구 통일로 92 (순화동) KG타워|1522-3232||37.563528|126.969144
456|시청 |서울특별시 중구 을지로 19, 삼성화재삼성빌딩 1층 (을지로1가)|1522-3232||37.56629|126.979808
457|시청플러스 |서울특별시 중구 을지로 19, 삼성화재삼성빌딩 1층 (을지로1가)|1522-3232||37.566338|126.980055
458|충무로역 |서울특별시 중구 퇴계로 197, 충무빌딩 1층 (필동 2가)|1522-3232||37.561499|126.993864
459|명동역 |서울특별시 중구 퇴계로 101, 건물 전체 (충무로 1가)|1522-3232||37.560832|126.983095
460|남산스테이트 |서울특별시 중구 퇴계로 100 (회현동2가)|1522-3232||37.560205|126.982791
461|명동입구 |서울특별시 중구 남대문로 68-1 (명동2가)|1522-3232||37.563319|126.982242
462|명일역 |서울특별시 강동구 양재대로 1647 (명일동)|1522-3232||37.55258|127.143799
463|강동구청DT |서울특별시 강동구 성내로 32 (성내동)|1522-3232|DT 매장|37.529437|127.123835
464|강동암사DT |서울특별시 강동구 고덕로 43 (암사동)|1522-3232|DT 매장|37.555054|127.130065
465|굽은다리역 |서울특별시 강동구 양재대로 1568 (명일동)|1522-3232||37.545403|127.143101
466|강동역 |서울특별시 강동구 천호대로 1089 (천호동, 강동 헤르셔)|1522-3232||37.536047|127.133086
467|둔촌동 |서울특별시 강동구 양재대로 1303 (성내동) 평원빌딩|1522-3232||37.522724|127.133943
468|천호로데오 |서울특별시 강동구 천호대로 1037 (천호동)|1522-3232|리저브 매장|37.5378069|127.1273094
469|천호이마트 |서울특별시 강동구 천호대로 1015-14 (천호동) 이마트별관|1522-3232||37.538933|127.125214
470|길동역 |서울특별시 강동구 양재대로 1487 (길동)|1522-3232||37.5387433|127.1399879
471|상일동 |서울특별시 강동구 상일로10길 36, 1~2층 (상일동)|1522-3232||37.550072|127.174258
472|올림픽공원북문 |서울특별시 강동구 강동대로 171 (성내동)|1522-3232||37.525403|127.125932
473|천호역 |서울특별시 강동구 천호대로 1012, 태승빌딩 (성내동)|1522-3232||37.53795191|127.1245793
474|명일이마트 |서울특별시 강동구 동남로75길 5 (명일동) 명일이마트별관주차장|1522-3232||37.553991|127.155984
475|길동사거리 |서울특별시 강동구 양재대로 1441, 1층 (길동)|1522-3232||37.5346536|127.1383951
476|신도림 |서울특별시 구로구 경인로 610 (신도림동)|1522-3232||37.505517|126.883953
477|구로디지털타워 |서울특별시 구로구 디지털로32길 30 (구로동)|1522-3232||37.483432|126.89648
478|오류동역 |서울특별시 구로구 경인로 216 (오류동)|1522-3232||37.4962155|126.8448614
479|구로디지털로 |서울특별시 구로구 디지털로33길 11, 에이스테크노8차 1층 (구로동)|1522-3232||37.485911|126.895587
480|신세계아이앤씨 |서울특별시 구로구 디지털로31길 61, 신세계디지털센터 101호 (구로동)|1522-3232||37.48587904|126.8916127
481|구로에이스 |서울특별시 구로구 디지털로 285, 에이스트윈타워1차 103호 (구로동)|1522-3232||37.48448329|126.8944957
482|구로하이엔드 |서울특별시 구로구 디지털로26길 5, 에이스하이엔드타워1차 103호 (구로동)|1522-3232||37.481618|126.893136
483|현대디큐브2F |서울특별시 구로구 경인로 662 (신도림동)|1522-3232||37.508636|126.889225
484|구로호텔 |서울특별시 구로구 디지털로32길 72, 구로호텔 1층 (구로동)|1522-3232||37.4831293|126.8988591
485|현대디큐브B2 |서울특별시 구로구 경인로 662 (신도림동)|1522-3232||37.508828|126.889488
486|답십리역 |서울특별시 동대문구 천호대로 263 (답십리동)|1522-3232||37.568466|127.051106
487|경희대삼거리 |서울특별시 동대문구 회기로 141 (회기동)|1522-3232||37.591531|127.052017
488|외대정문 |서울특별시 동대문구 이문로 93 (이문동)|1522-3232||37.5953464|127.0590302
489|신설동역 |서울특별시 동대문구 왕산로 19 (신설동)|1522-3232||37.5767228|127.0255446
490|회기역사거리 |서울특별시 동대문구 이문로 37 (회기동)|1522-3232||37.590784|127.056098
491|외대 |서울특별시 동대문구 휘경로 12-1 (이문동)|1522-3232||37.59575188|127.0614002
492|장한평역 |서울특별시 동대문구 장한로 10 (장안동)|1522-3232||37.562337|127.065511
493|경희대 |서울특별시 동대문구 경희대로 16-1 (회기동)|1522-3232||37.5928812|127.0528085
494|서울숲역 |서울시 성동구 왕십리로50 1층 일부|1522-3232||37.542075|127.044961
495|금호역 |서울시 성동구 동호로 99 |1522-3232||37.5479939|127.0153343
496|뚝섬역 |서울특별시 성동구 아차산로 42 (성수동1가)|1522-3232||37.546432|127.049042
497|황학사거리 |서울특별시 성동구 왕십리로 410 (하왕십리동, 센트라스)|1522-3232||37.567644|127.023697
498|성수역 |서울특별시 성동구 성수이로 94 (성수동2가)|1522-3232||37.543193|127.056943
499|상왕십리역 |서울특별시 성동구 왕십리로 382 (하왕십리동)|1522-3232||37.565169|127.027907
500|왕십리역 |서울특별시 성동구 왕십리로 326 (도선동)|1522-3232||37.5627541|127.0339072
501|엔터식스한양대 |서울특별시 성동구 행당동 왕십리로 241 B1층|1522-3232||37.5570379|127.04002
502|한양대 |서울특별시 성동구 왕십리로 225 (행당동)|1522-3232||37.55726984|127.0421649
503|엔터식스 |서울특별시 성동구 왕십리광장로 17 (행당동)|1522-3232||37.56175811|127.0383328
504|성수이마트 |서울특별시 성동구 뚝섬로 379 (성수동2가) 이마트 성수점|1522-3232||37.5396996|127.0530083
505|효창공원앞역 |서울특별시 용산구 백범로 313 (효창동, 용산 롯데캐슬 센터포레)|1522-3232||37.539305|126.96306
506|서울역서부 |서울특별시 용산구 만리재로 202 (서계동)|1522-3232||37.555165|126.968446
507|이태원역 |서울특별시 용산구 이태원로 188 (이태원동)|1522-3232||37.534273|126.994789
508|한강진역R |서울특별시 용산구 이태원로 252 (한남동)|1522-3232|리저브 매장|37.537131|127.00098
509|용산역써밋R |서울특별시 용산구 한강대로 69 (한강로2가, 용산푸르지오써밋)|1522-3232|리저브 매장|37.527586|126.965401
510|이촌 |서울특별시 용산구 이촌로 276 (이촌동)|1522-3232||37.518605|126.977271
511|신용산역 |서울특별시 용산구 한강대로 95 (한강로2가, 래미안용산)|1522-3232||37.528702|126.966757
512|용산파크타워 |서울특별시 용산구 서빙고로 67 (용산동5가, 파크타워)|1522-3232||37.523818|126.970389
513|남영동 |서울특별시 용산구 한강대로 275 (갈월동)|1522-3232||37.542831|126.972242
514|한남동R |서울특별시 용산구 독서당로 94 (한남동)|1522-3232|리저브 매장|37.53485|127.010919
515|서울타워 |서울특별시 용산구 남산공원길 105 (용산동2가) YTN서울타워 1층|1522-3232||37.551102|126.988317
516|서울역동자동 |서울특별시 용산구 한강대로 372 (동자동)|1522-3232||37.551752|126.972694
517|순천향입구 |서울특별시 용산구 대사관로 67 (한남동)|1522-3232||37.533394|127.00563
518|숙대 |서울특별시 용산구 청파로47길 57 (청파동3가)|1522-3232||37.54460479|126.9672252
519|동빙고 |서울특별시 용산구 장문로 12 (동빙고동)|1522-3232||37.5289857|126.991782
520|숙대입구역 |서울특별시 용산구 한강대로 291 (갈월동)|1522-3232||37.544118|126.971891
521|용산아이파크몰 |서울특별시 용산구 한강대로23길 55|1522-3232||37.5288539|126.9640447
522|동부이촌동 |서울특별시 용산구 이촌로 198 (이촌동)|1522-3232||37.52111|126.96905
523|용산리첸시아 |서울특별시 용산구 백범로 341 (원효로1가, 리첸시아 용산)|1522-3232||37.538571|126.967409
524|상봉 |서울특별시 중랑구 상봉로 131 (상봉동, 상봉 듀오트리스 주상복합)|1522-3232||37.597842|127.092509
525|중랑역 |서울특별시 중랑구 망우로30길 3 (상봉동)|1522-3232||37.5930326|127.0747358
526|중랑구청 |서울특별시 중랑구 신내로 72|1522-3232||37.60538908|127.0957558
527|사가정역 |서울특별시 중랑구 면목로 310|1522-3232||37.579594|127.087966
528|상봉역 |서울특별시 중랑구 망우로 307, ,3,4번지 (상봉동)|1522-3232||37.59689|127.08647
529|묵동이마트 |서울특별시 중랑구 동일로 932, 묵동이마트 B1층 (묵동)|1522-3232||37.613433|127.077484
530|묵동 |서울 중랑구 동일로 952 |1522-3232||37.615368|127.076633
531|신림사거리 |서울특별시 관악구 남부순환로 1619 (신림동)|1522-3232||37.484768|126.930467
532|신림역포도몰 |서울특별시 관악구 신림로 330, PODO MALL 1층 101 일부 (신림동)|1522-3232||37.48385383|126.9301799
533|신림 |서울특별시 관악구 신림로 355-1 (신림동)|1522-3232||37.48609493|126.9291602
534|서울대입구역 |서울특별시 관악구 남부순환로 1812 (봉천동)|1522-3232||37.48118|126.951324
535|서울대역 |서울특별시 관악구 남부순환로 1817 (봉천동)|1522-3232||37.481599|126.9522
536|관악서울대입구R |서울특별시 관악구 관악로 158 (봉천동)|1522-3232|리저브 매장|37.479343|126.95278
537|보라매대교 |서울특별시 관악구 보라매로3길 23, 대교빌딩 1층 (봉천동)|1522-3232||37.491449|126.925432
538|보라매공원R |서울특별시 동작구 보라매로5길 35 (신대방동, 파크스퀘어,보라매현대APT)|1522-3232|리저브 매장|37.49226213|126.9233457
539|신대방삼거리역 |서울특별시 동작구 상도로 102 (상도동)|1522-3232||37.499914|126.931766
540|숭실대입구역 |서울특별시 동작구 상도로 354 (상도동)|1522-3232||37.4968346|126.9527123
541|소노캄고양 |경기도 고양시 일산동구 장항동 1755 |1522-3232||37.6618|126.7507
542|일산애니골DT |경기도 고양시 일산동구 무궁화로 294 (풍동)|1522-3232|DT 매장|37.6748|126.793181
543|동국대일산병원 |경기도 고양시 일산동구 식사동 814 경기도 고양시 일산동구 동국로 27|1522-3232||37.676411|126.806405
544|일산풍동DT |경기도 고양시 일산동구 백마로 475 (풍동)|1522-3232|DT 매장|37.662091|126.8009
545|백석중앙로 |경기도 고양시 일산동구 강송로 33 (백석동)|1522-3232||37.6411|126.790987
546|일산식사 |경기도 고양시 일산동구 위시티2로11번길 31 (식사동)|1522-3232||37.6779381|126.812161
547|풍산이마트 |경기도 고양시 일산동구 무궁화로 237 (중산동)|1522-3232||37.673769|126.786883
548|백석역DT |경기도 고양시 일산동구 중앙로 1054, 1층 (백석동)|1522-3232|DT 매장|37.6439377|126.7873856
549|백석 |경기도 고양시 일산동구 중앙로 1059 (백석동)|1522-3232|리저브 매장|37.643888|126.786153
550|라페스타광장 |경기도 고양시 일산동구 중앙로1275번길 38-9 (장항동)|1522-3232||37.659671|126.770161
551|일산백마 |경기도 고양시 일산동구 일산로 237 (마두동)|1522-3232||37.6570742|126.7880695
552|웨스턴돔B |경기도 고양시 일산동구 정발산로 24 (장항동)|1522-3232||37.654744|126.772619
553|마두역 |경기도 고양시 일산동구 중앙로 1191 (장항동)|1522-3232||37.652965|126.776768
554|과천DT |경기도 과천시 중앙로 277 (중앙동)|1522-3232|DT 매장|37.439309|126.99377
555|과천이마트 |경기도 과천시 별양상가3로 11 이마트 1층(별양동)|1522-3232||37.42629945|126.991852
556|과천 |경기도 과천시 중앙로 129, 고려빌딩 1층 (중앙동)|1522-3232||37.428183|126.991074
557|광명하안대로 |경기도 광명시 범안로 1036 (하안동)|1522-3232||37.4616837|126.8783697
558|철산역 |경기도 광명시 철산로 15 (철산동)|1522-3232||37.476177|126.8676737
559|광명역 |경기도 광명시 양지로 16 (일직동, 광명역써밋플레이스)|1522-3232||37.416562|126.88083
560|광명소하DT |경기도 광명시 오리로 361 (소하동)|1522-3232|DT 매장|37.435072|126.879143
561|광명소하 |경기도 광명시 금하로 464 (소하동)|1522-3232||37.44866|126.883959
562|광명사거리역 |경기도 광명시 광명로 907 (광명동)|1522-3232||37.479895|126.854325
563|철산로데오 |경기도 광명시 디지털로 17 (철산1동) 가림빌딩|1522-3232||37.4739663|126.8693507
564|광명하안 |경기도 광명시 범안로 1060 (하안동)|1522-3232||37.462605|126.880577
565|광명철산 |경기도 광명시 오리로 865 (철산동)|1522-3232||37.475304|126.866126
566|경기광주쌍령DT |경기도 광주시 경충대로 1445 (쌍령동)|1522-3232|DT 매장|37.3987506|127.2733178
567|경기광주신현DT |경기도 광주시 오포읍 태재로 37 |1522-3232|DT 매장|37.36005|127.153125
568|경기광주송정DT |경기도 광주시 송정동 12-12외 1필지 |1522-3232|DT 매장|37.4162894|127.2722943
569|경기광주 |경기도 광주시 광주대로 35 (경안동)|1522-3232||37.4097851|127.2602128
570|구리갈매역 |경기 구리시 경춘북로252 A101 |1522-3232||37.633967|127.115944
571|구리인창 |경기도 구리시 건원대로 67, 1층 (인창동)|1522-3232||37.60688|127.13896
572|구리돌다리 |경기도 구리시 검배로 5, 우진빌딩 (수택동)|1522-3232||37.600585|127.141922
573|산본사거리 |경기도 군포시 고산로701 |1522-3232||37.372658|126.935735
574|산본 |경기도 군포시 산본로343번길 9, 성진빌딩 1층 (산본동)|1522-3232||37.36061352|126.9317436
575|산본역 |경기도 군포시 번영로 497, 금화프라자 1층 (산본동)|1522-3232||37.358087|126.931956
576|산본동 |경기도 군포시 산본로 398, 태주빌딩 2층|1522-3232||37.365491|126.929426
577|다산지금 |경기도 남양주시 다산지금로139 101~106호|1522-3232||37.6008111|127.175355
578|남양주연평DT |경기 남양주시 진접읍 해밀예당1로27 |1522-3232|DT 매장|37.7113167|127.1853201
579|다산진건 |경기도 남양주시 다산중앙로 123번길 22-26 123호~128호 |1522-3232||37.624813|127.152582
580|도농역 |경기도 남양주시 미금로 239 1층 101호~106호|1522-3232||37.611129|127.164199
581|남양주진접DT |경기도 남양주시 진접읍 금강로 1477 |1522-3232|DT 매장|37.723076|127.190357
582|리버사이드팔당DTR |경기도 남양주시 와부읍 경강로 772 |1522-3232|DTR 매장|37.567114|127.228362
583|별내불암로 |경기도 남양주시 별내5로5번길 15 (별내동)|1522-3232||37.650317|127.112364
584|평내DT |경기도 남양주시 경춘로 1269|1522-3232|DT 매장|37.6477605|127.2346938
585|별내 |경기도 남양주시 별내중앙로 64 1-2층|1522-3232||37.6479682|127.1233987
586|평내호평역 |경기도 남양주시 늘을1로16번길 25, 성보빌딩 (호평동)|1522-3232||37.6540359|127.2428799
587|판교유스페이스 |경기도 성남시 분당구 대왕판교로 660 (삼평동)|1522-3232||37.40127|127.107533
588|판교알파돔타워 |경기도 성남시 분당구 판교역로 152 (백현동)|1522-3232||37.3941783|127.1106448
589|판교아비뉴프랑R |경기도 성남시 분당구 동판교로177번길 25 (삼평동, 판교 호반 써밋 플레이스)|1522-3232|리저브 매장|37.397965|127.113162
590|야탑터미널 |경기도 성남시 분당구 성남대로925번길 16 (야탑동)|1522-3232||37.413494|127.128425
591|분당이매 |경기도 성남시 분당구 이매로 15 (이매동)|1522-3232||37.39504|127.122363
592|분당율동공원 |경기도 성남시 분당구 새마을로175번길 4 (율동)|1522-3232||37.38385|127.149963
593|정자동 |경기도 성남시 분당구 정자로 82 (정자동)|1522-3232||37.36329|127.114074
594|판교알파돔시티 |경기도 성남시 분당구 대왕판교로606번길 10 (백현동 알파돔시티)|1522-3232||37.394263|127.109227
595|서판교 |경기도 성남시 분당구 운중로 132 (운중동)|1522-3232||37.391294|127.077656
596|판교브릿지타워 |경기도 성남시 분당구 판교로 227번길 6 (삼평동)|1522-3232||37.4028887|127.0992969
597|판교봇들마을 |경기도 성남시 분당구 판교로 372 (삼평동)|1522-3232||37.4037039|127.115673
598|판교역로 |경기도 성남시 분당구 판교역로 192번길 14 (삼평동)|1522-3232||37.39731|127.111294
599|서현 |경기도 성남시 분당구 황새울로360번길 19 (서현동) 금화빌딩|1522-3232||37.385855|127.125922
600|판교역 |경기도 성남시 분당구 대왕판교로606번길 58, 판교푸르지오월드마크 1층 (삼평동)|1522-3232||37.395911|127.113233
601|미금역사거리 |경기도 성남시 분당구 성남대로 151 (구미동)|1522-3232||37.349605|127.108302
602|수내로 |경기도 성남시 분당구 수내로46번길 12 (수내동) 코아빌딩|1522-3232||37.380601|127.116578
603|정자역 |경기도 성남시 분당구 성남대로343번길 12-2 (정자동)|1522-3232||37.36682377|127.1067347
604|분당구청 |경기도 성남시 분당구 분당로 43 (서현동)|1522-3232|리저브 매장|37.38405|127.120257
605|뉴코아야탑 |경기도 성남시 분당구 야탑로81번길 11, 뉴코아 야탑점 아울렛 1층 (야탑동)|1522-3232||37.41041291|127.1273
606|미금역 |경기도 성남시 분당구 돌마로 43 (금곡동) 메디파크빌딩|1522-3232||37.350318|127.106655
607|수내 |경기도 성남시 분당구 황새울로 234, 분당트라팰리스 (수내동)|1522-3232||37.37948523|127.114173
608|정자상떼뷰 |경기도 성남시 분당구 정자일로213번길 18, 201동 101호(정자동, 성원상떼뷰)|1522-3232||37.3705048|127.1055739
609|서현미래에셋 |경기도 성남시 분당구 황새울로359번길 11, 미래에셋빌딩 1층 (서현동)|1522-3232||37.38800701|127.1232512
610|야탑글라스 |경기도 성남시 분당구 성남대로916번길 11 (야탑동)|1522-3232||37.410845|127.129806
611|정자 |경기도 성남시 분당구 정자일로 166, SPG센터 (정자동)|1522-3232||37.365045|127.106119
612|분당서울대병원4 |경기도 성남시 분당구 구미로173번길 82, 분당서울대학교병원 신관 4층 (구미동)|1522-3232||37.351934|127.123312
613|분당서울대병원1 |경기도 성남시 분당구 구미로173번길 82, 분당서울대학교병원 신관 1층 (구미동)|1522-3232||37.3504033|127.1244617
614|서현N타운 |경기도 성남시 분당구 황새울로335번길 5 (서현동)|1522-3232||37.386053|127.121714
615|서현역 |경기도 성남시 분당구 서현로210번길 20, 1층 (서현동)|1522-3232||37.385921|127.124098
616|오리역 |경기도 성남시 분당구 성남대로 32, 1층 (구미동)|1522-3232||37.338617|127.109225
617|분당정자 |경기도 성남시 분당구 성남대로 393, 두산위브파빌리온 1층 (정자동)|1522-3232||37.371675|127.107214
618|수내역 |경기도 성남시 분당구 백현로101번길 30, 1-2층 (수내동)|1522-3232||37.37782763|127.1138859
619|정자아데나 |경기도 성남시 분당구 성남대로 275 (정자동)|1522-3232||37.3608179|127.1075827
620|분당이마트 |경기도 성남시 분당구 불정로 134 (정자동)|1522-3232||37.35885|127.119777
621|판교H스퀘어 |경기도 성남시 분당구 판교역로 231, 에이치스퀘어 (삼평동)|1522-3232||37.401375|127.108678
622|오리역삼거리 |경기도 성남시 분당구 성남대로 45 (구미동)|1522-3232||37.340016|127.108332
623|판교HIPEX |경기도 성남시 분당구 판교역로 230, 판교 삼환 HIPEX (삼평동)|1522-3232||37.401209|127.110666
624|남한산성입구역 |경기도 성남시 중원구 산성대로426번길 2 (금광동)|1522-3232||37.4497584|127.1591956
625|단대오거리역 |경기도 성남시 중원구 산성대로 340-1 (중앙동)|1522-3232||37.4433283|127.1545766
626|수원금곡 |경기도 수원시 권선구 금곡로 219 (금곡동)|1522-3232||37.27491|126.954432
627|수원세류DT |경기도 수원시 권선구 권선로544번길 1 (세류동)|1522-3232|DT 매장|37.262923|127.011208
628|수원호매실 |경기도 수원시 권선구 서수원로577번길 305 (금곡동, 수원모아미래도센트럴타운2단지)|1522-3232||37.274375|126.941263
629|수원권선DT |경기도 수원시 권선구 매송고색로 543 (오목천동)|1522-3232|DT 매장|37.246345|126.964025
630|수원권선 |경기도 수원시 권선구 동수원로177번길 40 (권선동)|1522-3232||37.246668|127.030958
631|수원이마트 |경기도 수원시 권선구 경수대로 270 (권선동)|1522-3232||37.249907|127.021517
632|수원시청 |경기도 수원시 권선구 효원로 274 (권선동)|1522-3232||37.261414|127.031229
633|수원연무DT |경기도 수원시 장안구 창룡대로 171 (연무동)|1522-3232|DT 매장|37.29218|127.028729
634|북수원IC DT |경기도 수원시 장안구 경수대로 1038 (파장동)|1522-3232|DT 매장|37.307776|126.99833
635|수원천천 |경기도 수원시 장안구 덕영대로535번길 46 (천천동)|1522-3232||37.297286|126.982671
636|수원성균관대 |경기도 수원시 장안구 서부로 2131, 1층 4,5,6호 2층1,2호 (율전동)|1522-3232||37.298935|126.971577
637|수원경수인계DT |경기도 수원시 팔달구 경수대로 499 (인계동)|1522-3232|DT 매장|37.270568|127.027566
638|수원KBS DT |경기도 수원시 팔달구 권광로 265 (인계동)|1522-3232|DT 매장|37.271122|127.035213
639|수원인계DT |경기도 수원시 팔달구 인계로94번길 3 (인계동)|1522-3232|DT 매장|37.267938|127.027948
640|수원이비스 |경기도 수원시 팔달구 권광로 132 (인계동)|1522-3232|리저브 매장|37.2592235|127.0313138
641|수원매산 |경기도 수원시 팔달구 매산로 11 (매산로1가)|1522-3232||37.26748423|127.0028636
642|동수원DT |경기도 수원시 팔달구 중부대로 161 (우만동)|1522-3232|DT 매장|37.2781099|127.0339496
643|수원인계 |경기도 수원시 팔달구 권광로 199 (인계동)|1522-3232||37.265499|127.032902
644|아주대 |경기도 수원시 팔달구 월드컵로 205 (우만동)|1522-3232||37.279696|127.04334
645|시흥대야DT |경기도 시흥시 뱀내장터로 27 (대야동)|1522-3232|DT 매장|37.441713|126.787757
646|배곧아브뉴프랑 |경기도 시흥시 서울대학로278번길 34 (정왕동)시흥배곧 아브뉴프랑 센트럴 옐로우 117,118,119,120,121호|1522-3232||37.3682|126.7294
647|시흥대야동 |경기도 시흥시 비둘기공원7길 51 (대야동)|1522-3232||37.44174|126.791869
648|배곧신도시 |경기도 시흥시 서울대학로278번길 43-13 (정왕동) 106호, 107호, 108호|1522-3232||37.369549|126.730301
649|시흥대야 |경기도 시흥시 비둘기공원로 10 (대야동)|1522-3232||37.443912|126.790755
650|시흥P.아울렛 3F |경기도 시흥시 서해안로 699 (정왕동)|1522-3232|리저브 매장|37.379754|126.736396
651|시흥P.아울렛 1F |경기도 시흥시 서해안로 699 (정왕동)|1522-3232||37.379754|126.736396
652|시화로데오 |경기도 시흥시 중심상가2길 20-5 (정왕동)|1522-3232||37.344718|126.737045
653|안산고잔센트럴타워 |경기도 안산시 단원구 고잔로 72 (고잔동)|1522-3232||37.318914|126.834241
654|안산상공회의소 |경기도 안산시 단원구 적금로 120 (고잔동)|1522-3232||37.318868|126.826297
655|고잔이마트 |경기도 안산시 단원구 원포공원1로 46 (초지동) 이마트|1522-3232||37.303177|126.812842
656|안산문화광장 |경기도 안산시 단원구 광덕대로 154, ,771-4 로데오타운1층 (고잔동)|1522-3232||37.310298|126.830517
657|안산중앙 |경기도 안산시 단원구 고잔로 102, 스타타워 1층 (고잔동)|1522-3232||37.318899|126.837464
